Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Voltage
2.286,9.400,0.056,0.000,0.0,240.910
1.876,8.400,0.052,0.000,0.0,240.930
0.208,0.800,0.000,0.000,0.0,243.230
2.202,9.200,0.054,0.000,0.0,241.060
2.280,9.400,0.056,0.000,0.0,240.670
1.596,7.600,0.000,0.000,0.0,242.860
0.280,1.400,0.050,0.000,0.0,244.980
2.072,9.000,0.054,0.000,0.0,242.240
2.376,9.800,0.050,0.000,0.0,241.910
2.366,9.800,0.048,0.000,0.0,241.410
0.484,3.200,0.076,0.000,0.0,243.940
1.422,7.200,0.062,0.000,0.0,242.760
2.378,9.800,0.050,0.000,0.0,242.110
1.874,8.400,0.062,0.000,0.0,243.450
0.276,1.400,0.000,0.000,0.0,246.060
2.360,9.600,0.046,0.000,0.0,244.480
2.406,9.800,0.000,0.000,0.0,243.980
1.378,7.000,0.104,0.000,0.0,245.190
0.330,1.600,0.122,0.000,0.0,246.580
2.444,10.000,0.086,0.000,0.0,243.540
2.420,9.800,0.084,0.000,0.0,242.990
1.490,7.400,0.096,0.000,0.0,243.360
0.770,4.800,0.106,0.000,0.0,244.340
2.428,9.800,0.086,0.000,0.0,243.370
2.424,9.800,0.086,0.000,0.0,243.450
1.652,7.800,0.098,0.000,0.0,244.310
0.542,3.600,0.114,0.000,0.0,245.420
2.418,9.800,0.086,0.000,0.0,243.030
2.338,9.600,0.086,0.000,0.0,242.860
0.304,1.200,0.114,0.000,0.0,244.730
1.980,8.800,0.090,0.000,0.0,242.860
2.412,9.800,0.084,0.000,0.0,242.890
2.412,9.800,0.086,0.000,0.0,242.990
1.764,8.200,0.094,0.000,0.0,243.570
0.476,3.200,0.072,0.000,0.0,245.180
2.326,9.400,0.050,0.000,0.0,242.940
2.316,9.400,0.052,0.000,0.0,242.710
2.218,9.200,0.050,0.000,0.0,243.130
0.210,0.800,0.000,0.000,0.0,244.310
1.822,8.400,0.046,0.000,0.0,242.950
2.312,9.400,0.052,0.000,0.0,242.430
2.336,9.600,0.000,0.000,0.0,242.630
0.932,5.400,0.072,0.000,0.0,244.120
0.888,5.400,0.076,0.000,0.0,244.860
2.402,9.800,0.054,0.000,0.0,243.150
2.398,9.800,0.054,0.000,0.0,243.090
1.740,8.200,0.064,0.000,0.0,244.270
0.434,2.800,0.082,0.000,0.0,245.440
2.414,9.800,0.056,0.000,0.0,243.830
2.412,9.800,0.050,0.000,0.0,244.380
1.034,6.000,0.000,0.000,0.0,245.730
1.034,6.000,0.000,0.000,0.0,245.600
2.344,9.600,0.048,0.000,0.0,244.110
2.426,9.800,0.046,0.000,0.0,244.080
0.908,5.400,0.110,0.000,0.0,245.440
1.074,6.000,0.106,0.000,0.0,245.080
2.446,10.000,0.088,0.000,0.0,244.080
2.440,10.000,0.088,0.000,0.0,244.000
1.186,6.400,0.104,0.000,0.0,244.810
0.866,5.200,0.108,0.000,0.0,245.120
2.422,9.800,0.084,0.000,0.0,243.070
2.416,9.800,0.084,0.000,0.0,243.010
1.640,7.800,0.098,0.000,0.0,244.270
0.498,3.200,0.118,0.000,0.0,246.330
2.428,9.800,0.086,0.000,0.0,243.420
2.414,9.800,0.086,0.000,0.0,242.990
2.424,9.800,0.088,0.000,0.0,243.600
0.850,5.000,0.110,0.000,0.0,245.280
1.564,8.000,0.096,0.000,0.0,243.750
2.706,11.200,0.078,0.000,0.0,241.980
2.586,10.600,0.000,0.000,0.0,242.090
1.912,8.600,0.000,0.000,0.0,243.830
0.214,0.800,0.000,0.000,0.0,246.080
2.068,9.000,0.046,0.000,0.0,243.690
2.322,9.400,0.050,0.000,0.0,243.010
2.284,9.400,0.050,0.000,0.0,243.160
0.212,0.800,0.000,0.000,0.0,245.270
1.498,7.600,0.000,0.000,0.0,243.930
2.398,9.800,0.054,0.000,0.0,243.010
2.390,9.800,0.052,0.000,0.0,242.760
1.600,7.600,0.116,0.000,0.0,244.520
0.372,1.600,0.214,1.000,0.0,245.700
2.464,10.200,0.178,1.000,0.0,242.690
2.476,10.200,0.180,2.000,0.0,243.170
2.256,9.600,0.184,1.000,0.0,243.690
0.356,1.600,0.196,2.000,0.0,245.860
1.884,8.600,0.084,1.000,0.0,244.620
2.420,9.800,0.076,1.000,0.0,243.820
2.446,10.000,0.084,2.000,0.0,244.360
1.130,6.200,0.234,1.000,0.0,245.010
0.744,4.400,0.240,2.000,0.0,245.230
2.500,10.200,0.208,1.000,0.0,242.600
2.496,10.200,0.208,1.000,0.0,242.620
2.496,10.200,0.208,2.000,0.0,242.780
0.620,3.800,0.240,1.000,0.0,245.140
1.412,7.200,0.224,1.000,0.0,243.800
2.498,10.200,0.210,2.000,0.0,243.170
2.500,10.200,0.212,1.000,0.0,243.550
2.420,10.000,0.216,1.000,0.0,244.210
0.386,1.800,0.252,1.000,0.0,246.740
1.594,7.800,0.232,2.000,0.0,245.370
2.500,10.200,0.212,1.000,0.0,243.690
2.490,10.200,0.210,1.000,0.0,243.270
1.330,7.000,0.226,1.000,0.0,243.950
0.672,4.200,0.192,1.000,0.0,244.430
2.330,9.600,0.046,0.000,0.0,243.090
2.322,9.400,0.050,0.000,0.0,243.000
2.314,9.400,0.052,0.000,0.0,242.600
1.032,6.000,0.000,0.000,0.0,243.830
0.210,0.800,0.000,0.000,0.0,244.860
2.158,9.200,0.050,0.000,0.0,242.260
2.312,9.400,0.052,0.000,0.0,242.400
2.318,9.400,0.052,0.000,0.0,242.780
1.658,7.800,0.000,0.000,0.0,243.450
0.286,1.400,0.056,0.000,0.0,245.260
1.924,8.600,0.062,0.000,0.0,244.070
2.402,9.800,0.054,0.000,0.0,243.340
2.390,9.800,0.054,0.000,0.0,243.040
0.288,1.200,0.086,0.000,0.0,245.670
1.508,7.400,0.062,0.000,0.0,242.970
2.356,9.600,0.046,0.000,0.0,240.890
2.354,9.600,0.046,0.000,0.0,240.970
1.568,7.600,0.000,0.000,0.0,241.870
0.230,1.000,0.000,0.000,0.0,243.030
2.158,9.200,0.084,0.000,0.0,242.210
2.406,9.800,0.080,0.000,0.0,241.850
2.406,9.800,0.082,0.000,0.0,242.000
0.620,4.000,0.108,0.000,0.0,243.940
1.390,7.200,0.098,0.000,0.0,243.440
2.412,9.800,0.082,0.000,0.0,242.450
2.424,9.800,0.086,0.000,0.0,243.260
1.564,7.600,0.098,0.000,0.0,243.920
0.340,1.800,0.114,0.000,0.0,245.220
2.412,9.800,0.082,0.000,0.0,242.250
2.400,9.800,0.082,0.000,0.0,242.200
2.388,9.800,0.078,0.000,0.0,241.590
1.468,7.400,0.092,0.000,0.0,242.740
0.626,4.000,0.106,0.000,0.0,243.870
2.408,9.800,0.082,0.000,0.0,242.390
2.358,9.600,0.000,0.000,0.0,242.850
2.324,9.400,0.050,0.000,0.0,243.140
1.720,8.000,0.000,0.000,0.0,244.040
0.212,0.800,0.000,0.000,0.0,245.080
2.122,9.000,0.050,0.000,0.0,242.030
2.312,9.400,0.052,0.000,0.0,242.350
2.308,9.400,0.054,0.000,0.0,242.210
1.520,7.400,0.000,0.000,0.0,243.160
0.212,0.800,0.000,0.000,0.0,244.480
2.184,9.200,0.052,0.000,0.0,241.850
2.298,9.400,0.054,0.000,0.0,241.590
2.326,9.600,0.000,0.000,0.0,241.970
1.052,6.000,0.068,0.000,0.0,243.220
0.808,5.000,0.072,0.000,0.0,243.130
2.382,9.800,0.048,0.000,0.0,241.710
2.380,9.800,0.050,0.000,0.0,242.070
2.384,9.800,0.052,0.000,0.0,242.410
1.188,6.400,0.068,0.000,0.0,243.750
0.290,1.200,0.082,0.000,0.0,244.900
2.452,10.000,0.108,0.000,0.0,242.210
2.418,9.800,0.082,0.000,0.0,242.380
2.396,9.800,0.078,0.000,0.0,241.510
2.400,9.800,0.080,0.000,0.0,241.770
0.430,2.600,0.108,0.000,0.0,244.210
1.072,6.000,0.100,0.000,0.0,243.490
2.408,9.800,0.082,0.000,0.0,242.250
2.416,9.800,0.084,0.000,0.0,242.890
2.426,9.800,0.086,0.000,0.0,243.560
1.238,6.600,0.106,0.000,0.0,245.420
0.568,3.600,0.110,0.000,0.0,244.930
2.426,9.800,0.086,0.000,0.0,243.400
2.426,9.800,0.086,0.000,0.0,243.650
2.410,9.800,0.084,0.000,0.0,242.890
1.104,6.200,0.046,0.000,0.0,244.100
0.280,2.000,0.000,0.000,0.0,244.930
2.332,9.600,0.052,0.000,0.0,243.040
2.324,9.400,0.050,0.000,0.0,243.110
2.330,9.400,0.050,0.000,0.0,243.410
2.262,10.000,0.048,0.000,14.0,243.210
1.548,6.800,0.000,0.000,19.0,244.160
3.428,14.000,0.058,0.000,18.0,242.510
3.394,14.000,0.060,0.000,18.0,241.720
3.374,14.000,0.062,0.000,18.0,241.180
1.588,7.200,0.000,0.000,19.0,242.770
2.244,10.200,0.050,0.000,18.0,242.390
3.362,13.800,0.062,0.000,17.0,240.890
3.364,13.800,0.062,0.000,18.0,241.060
3.382,14.000,0.060,0.000,18.0,241.760
2.280,10.200,0.000,0.000,18.0,243.790
1.388,5.600,0.070,0.000,19.0,244.430
3.224,13.600,0.048,0.000,18.0,242.270
3.450,14.200,0.000,0.000,18.0,241.540
3.472,14.400,0.078,0.000,17.0,240.960
3.526,14.600,0.172,0.000,18.0,240.470
1.474,6.000,0.200,0.000,18.0,242.780
2.520,11.200,0.186,0.000,18.0,241.480
3.510,14.400,0.134,0.000,18.0,241.210
3.482,14.400,0.074,0.000,18.0,241.900
3.466,14.200,0.072,0.000,18.0,241.410
2.358,10.600,0.082,0.000,17.0,241.620
1.888,8.600,0.088,0.000,18.0,242.350
3.434,14.200,0.068,0.000,18.0,240.130
3.424,14.200,0.066,0.000,18.0,239.930
3.442,14.200,0.070,0.000,17.0,240.670
1.894,8.600,0.090,0.000,19.0,243.000
2.184,9.800,0.086,0.000,18.0,242.600
3.432,14.200,0.000,0.000,17.0,241.360
3.390,14.000,0.060,0.000,18.0,242.160
3.026,12.600,0.058,0.000,13.0,242.320
1.056,6.000,0.000,0.000,0.0,243.530
0.314,2.200,0.000,0.000,0.0,242.810
2.298,9.400,0.054,0.000,0.0,241.240
2.312,9.400,0.052,0.000,0.0,242.440
2.312,9.400,0.052,0.000,0.0,242.020
1.940,8.600,0.048,0.000,0.0,242.530
0.212,0.800,0.000,0.000,0.0,244.500
1.620,7.800,0.046,0.000,0.0,242.600
2.312,9.400,0.052,0.000,0.0,242.400
2.316,9.400,0.052,0.000,0.0,242.710
1.834,8.400,0.048,0.000,0.0,242.750
0.210,0.800,0.000,0.000,0.0,244.480
1.948,8.600,0.046,0.000,0.0,243.290
2.322,9.400,0.050,0.000,0.0,242.980
2.346,9.600,0.000,0.000,0.0,242.640
2.150,9.200,0.072,1.000,0.0,242.250
0.294,1.200,0.096,1.000,0.0,243.880
1.754,8.600,0.240,1.000,0.0,242.330
2.554,10.600,0.306,2.000,0.0,241.370
2.574,10.600,0.314,1.000,0.0,242.250
2.086,9.400,0.320,2.000,0.0,242.720
0.478,2.400,0.346,1.000,0.0,244.150
1.926,9.000,0.326,1.000,0.0,243.580
2.588,10.600,0.320,2.000,0.0,243.560
2.578,10.600,0.318,1.000,0.0,243.330
1.038,6.000,0.262,2.000,0.0,244.740
1.272,6.800,0.228,1.000,0.0,244.090
2.478,10.200,0.204,1.000,0.0,242.100
2.480,10.200,0.206,2.000,0.0,242.400
1.756,8.200,0.220,1.000,0.0,243.440
0.712,4.400,0.228,1.000,0.0,244.120
2.388,9.800,0.070,2.000,0.0,242.280
2.370,9.800,0.066,1.000,0.0,241.530
1.990,8.800,0.072,1.000,0.0,241.720
0.292,1.200,0.096,1.000,0.0,243.830
2.264,9.600,0.070,2.000,0.0,242.270
2.388,9.800,0.070,1.000,0.0,242.300
2.384,9.800,0.068,1.000,0.0,242.120
0.304,1.600,0.066,1.000,0.0,244.010
1.756,8.200,0.046,0.000,0.0,243.180
2.318,9.400,0.052,0.000,0.0,242.440
2.316,9.400,0.052,0.000,0.0,242.330
0.428,3.000,0.000,0.000,0.0,243.750
1.034,6.000,0.000,0.000,0.0,244.160
2.324,9.400,0.052,0.000,0.0,242.730
2.312,9.400,0.054,0.000,0.0,242.170
1.426,7.200,0.000,0.000,0.0,243.050
0.214,0.800,0.000,0.000,0.0,244.410
1.908,8.600,0.046,0.000,0.0,243.140
2.318,9.400,0.054,0.000,0.0,242.470
2.354,9.600,0.000,0.000,0.0,241.760
0.978,5.600,0.096,0.000,0.0,242.750
0.320,1.400,0.110,0.000,0.0,244.360
2.408,9.800,0.082,0.000,0.0,242.590
2.412,9.800,0.080,0.000,0.0,242.220
2.462,10.200,0.128,0.000,0.0,242.330
0.766,4.600,0.216,0.000,0.0,244.790
0.772,4.600,0.216,0.000,0.0,244.680
2.478,10.200,0.184,0.000,0.0,241.780
2.438,10.200,0.176,0.000,0.0,239.930
2.434,10.000,0.174,0.000,0.0,239.860
0.806,4.800,0.202,0.000,0.0,242.310
0.394,2.000,0.210,0.000,0.0,242.890
2.412,10.000,0.120,0.000,0.0,240.210
2.312,9.600,0.000,0.000,0.0,240.720
2.280,9.400,0.058,0.000,0.0,240.490
1.000,5.800,0.000,0.000,0.0,242.060
0.210,0.800,0.000,0.000,0.0,242.970
1.606,7.800,0.048,0.000,0.0,242.110
2.310,9.400,0.054,0.000,0.0,242.060
2.306,9.400,0.054,0.000,0.0,241.920
1.566,7.600,0.046,0.000,0.0,242.580
0.212,0.800,0.000,0.000,0.0,244.050
1.222,6.600,0.000,0.000,0.0,243.940
2.308,9.400,0.056,0.000,0.0,242.010
2.302,9.400,0.056,0.000,0.0,241.750
1.502,7.400,0.000,0.000,0.0,242.990
0.212,0.800,0.000,0.000,0.0,244.420
1.256,6.800,0.000,0.000,0.0,243.230
2.310,9.400,0.056,0.000,0.0,242.150
2.304,9.400,0.056,0.000,0.0,241.900
1.704,8.000,0.048,0.000,0.0,242.520
0.212,0.800,0.000,0.000,0.0,244.810
1.296,7.000,0.000,0.000,0.0,244.380
2.434,10.000,0.082,0.000,0.0,242.950
2.414,9.800,0.080,0.000,0.0,242.220
0.928,5.400,0.096,0.000,0.0,242.780
0.314,1.400,0.104,0.000,0.0,243.200
2.326,9.800,0.078,0.000,0.0,241.250
2.384,9.800,0.076,0.000,0.0,240.940
2.380,9.800,0.076,0.000,0.0,240.990
0.698,4.400,0.098,0.000,0.0,242.320
0.524,3.400,0.098,0.000,0.0,242.070
2.394,10.000,0.080,0.000,0.0,240.320
2.448,10.200,0.178,0.000,0.0,240.530
2.424,10.000,0.178,0.000,0.0,240.660
0.374,1.800,0.204,0.000,0.0,242.240
0.976,5.800,0.138,0.000,0.0,241.110
4.494,19.200,0.000,0.000,0.0,237.650
6.808,29.000,0.000,0.000,0.0,235.010
6.008,25.400,0.000,0.000,0.0,236.330
4.486,19.200,0.000,0.000,0.0,237.750
2.956,13.400,0.000,0.000,0.0,238.970
3.250,13.600,0.066,0.000,0.0,238.140
3.248,13.600,0.066,0.000,0.0,238.090
3.598,15.200,0.000,0.000,0.0,237.380
3.952,16.800,0.062,0.000,0.0,236.590
2.144,9.000,0.048,0.000,0.0,238.470
2.678,11.800,0.052,0.000,0.0,238.500
4.580,19.400,0.066,0.000,0.0,237.080
4.162,17.400,0.062,0.000,0.0,237.880
4.832,20.400,0.000,0.000,0.0,237.140
4.610,20.000,0.000,0.000,0.0,236.530
1.374,5.600,0.000,0.000,0.0,239.460
1.152,5.200,0.000,0.000,0.0,239.300
2.526,10.600,0.062,0.000,0.0,238.480
2.612,10.800,0.064,0.000,0.0,238.200
2.818,11.800,0.054,0.000,0.0,237.970
3.398,14.400,0.056,0.000,8.0,237.050
3.834,16.200,0.052,0.000,18.0,236.040
3.830,16.200,0.052,0.000,18.0,236.200
3.836,16.200,0.054,0.000,17.0,236.770
3.836,16.200,0.052,0.000,17.0,236.040
3.900,16.400,0.048,0.000,18.0,235.680
3.872,16.400,0.050,0.000,17.0,235.780
4.092,17.200,0.048,0.000,17.0,235.780
4.438,18.800,0.128,0.000,17.0,234.870
4.440,18.800,0.142,0.000,17.0,234.770
4.516,19.200,0.142,0.000,17.0,234.480
4.574,19.200,0.154,0.000,17.0,237.910
4.682,19.600,0.144,0.000,17.0,237.600
4.594,19.200,0.000,0.000,18.0,237.490
4.602,19.200,0.000,0.000,17.0,237.690
4.642,19.400,0.000,0.000,17.0,238.850
4.624,19.200,0.000,0.000,18.0,238.570
4.546,19.000,0.078,0.000,17.0,238.300
4.576,19.000,0.076,0.000,18.0,239.190
4.552,19.000,0.076,0.000,17.0,238.340
4.446,18.600,0.078,0.000,17.0,237.130
4.374,18.400,0.076,0.000,18.0,237.640
4.268,17.800,0.074,0.000,17.0,238.040
4.420,18.400,0.070,0.000,17.0,238.350
4.830,20.200,0.070,0.000,18.0,238.250
3.680,15.800,0.058,0.000,18.0,240.520
2.860,11.800,0.000,0.000,17.0,240.540
3.884,16.800,0.000,0.000,18.0,239.650
4.938,20.600,0.050,0.000,17.0,238.220
4.930,20.600,0.050,0.000,18.0,237.910
4.900,20.600,0.052,0.000,17.0,236.880
4.926,20.600,0.052,0.000,17.0,237.500
4.934,20.800,0.000,0.000,17.0,236.690
5.032,21.000,0.078,0.000,18.0,237.880
5.034,21.000,0.078,0.000,17.0,237.970
5.076,21.200,0.080,0.000,18.0,238.840
5.084,21.200,0.084,0.000,17.0,239.280
4.764,19.800,0.086,0.000,18.0,239.060
4.698,19.600,0.080,0.000,17.0,237.840
4.832,20.200,0.076,0.000,17.0,237.290
4.826,20.200,0.080,0.000,18.0,238.070
4.860,20.400,0.110,0.000,17.0,238.140
4.828,20.200,0.190,1.000,17.0,237.600
4.950,20.800,0.284,1.000,18.0,238.430
4.772,20.000,0.282,1.000,17.0,237.940
4.754,20.000,0.280,2.000,17.0,237.450
4.702,19.800,0.240,1.000,17.0,236.260
4.998,21.200,0.346,2.000,18.0,236.330
4.940,20.800,0.270,1.000,17.0,237.460
4.984,21.000,0.146,1.000,17.0,237.140
5.130,21.600,0.150,2.000,17.0,237.670
4.810,20.200,0.150,1.000,18.0,237.240
4.786,20.200,0.122,1.000,17.0,236.480
4.884,20.600,0.000,2.000,17.0,236.480
4.776,20.200,0.000,1.000,17.0,236.200
3.738,16.200,0.056,1.000,17.0,238.190
2.810,11.800,0.066,2.000,18.0,239.190
3.804,16.600,0.052,1.000,17.0,237.100
4.620,19.600,0.000,1.000,17.0,235.510
4.926,20.800,0.048,2.000,17.0,235.190
5.078,21.400,0.000,1.000,17.0,235.800
5.286,22.400,0.000,1.000,17.0,235.530
5.360,22.400,0.000,1.000,17.0,237.470
5.534,23.200,0.070,2.000,18.0,238.470
5.722,23.800,0.120,1.000,17.0,239.410
5.706,23.800,0.122,1.000,18.0,239.880
5.632,23.400,0.068,0.000,18.0,240.240
5.198,21.600,0.074,0.000,17.0,239.590
4.964,21.000,0.138,0.000,18.0,239.950
3.352,13.800,0.124,0.000,18.0,240.810
3.182,13.400,0.076,0.000,17.0,240.730
4.976,20.800,0.054,0.000,18.0,237.620
5.280,22.200,0.178,0.000,17.0,238.270
3.982,16.600,0.064,0.000,18.0,239.130
3.824,15.800,0.064,0.000,17.0,240.020
3.942,16.400,0.096,0.000,18.0,240.030
3.820,15.800,0.174,0.000,18.0,240.390
3.790,15.800,0.170,0.000,17.0,239.600
3.800,15.800,0.170,0.000,18.0,239.970
3.784,15.800,0.168,0.000,17.0,239.200
3.774,15.600,0.120,0.000,18.0,240.180
3.370,14.200,0.046,0.000,18.0,241.760
1.686,6.800,0.064,0.000,18.0,243.100
1.674,6.800,0.064,0.000,18.0,242.780
3.638,15.200,0.000,0.000,18.0,240.170
3.690,15.400,0.000,0.000,17.0,239.320
3.700,15.400,0.000,0.000,18.0,239.730
3.692,15.200,0.000,0.000,18.0,240.790
3.672,15.200,0.060,0.000,17.0,241.180
3.662,15.200,0.062,0.000,18.0,241.010
3.666,15.200,0.060,0.000,18.0,241.170
3.674,15.200,0.060,0.000,18.0,241.220
3.684,15.200,0.060,0.000,18.0,241.560
2.798,12.200,0.050,0.000,18.0,242.390
1.614,6.600,0.000,0.000,18.0,243.510
1.874,8.200,0.000,0.000,18.0,242.990
3.584,14.800,0.060,0.000,18.0,240.980
3.358,13.800,0.058,0.000,17.0,241.040
3.366,13.800,0.058,0.000,18.0,241.350
3.358,13.800,0.058,0.000,18.0,241.170
3.462,14.200,0.000,0.000,18.0,242.850
3.508,14.400,0.080,0.000,18.0,242.900
3.492,14.400,0.080,0.000,18.0,242.250
3.486,14.400,0.078,0.000,18.0,242.070
3.466,14.200,0.076,0.000,18.0,241.410
3.428,14.200,0.070,0.000,18.0,240.100
1.958,9.000,0.084,0.000,17.0,240.580
1.362,5.600,0.088,0.000,18.0,240.640
2.130,9.800,0.084,0.000,18.0,240.740
3.414,14.200,0.068,0.000,17.0,239.560
3.478,14.400,0.146,0.000,18.0,239.220
3.504,14.400,0.174,0.000,18.0,240.450
3.520,14.600,0.178,0.000,17.0,241.160
3.502,14.600,0.174,0.000,18.0,240.310
3.468,14.400,0.098,0.000,18.0,241.040
3.424,14.200,0.000,0.000,18.0,240.930
3.410,14.000,0.000,0.000,17.0,240.490
1.662,7.400,0.064,0.000,18.0,242.760
1.362,5.600,0.068,0.000,19.0,243.260
2.468,11.000,0.058,0.000,18.0,242.760
3.428,14.200,0.000,0.000,17.0,241.080
3.382,13.800,0.056,0.000,18.0,242.020
3.378,13.800,0.058,0.000,18.0,241.960
3.654,15.000,0.060,0.000,18.0,241.500
3.742,15.400,0.068,0.000,18.0,241.350
3.694,15.200,0.076,0.000,18.0,240.900
3.672,15.200,0.076,0.000,17.0,240.170
3.654,15.200,0.078,0.000,18.0,239.590
3.642,15.200,0.078,0.000,17.0,239.360
2.432,10.800,0.072,0.000,18.0,241.450
1.640,6.800,0.064,0.000,18.0,242.140
2.042,9.000,0.066,0.000,18.0,242.280
3.710,15.400,0.082,0.000,18.0,240.990
3.702,15.200,0.084,0.000,18.0,240.900
3.762,15.600,0.000,0.000,17.0,240.550
3.788,15.600,0.046,0.000,18.0,240.280
3.736,15.600,0.000,0.000,18.0,238.490
3.770,15.600,0.046,0.000,17.0,239.740
3.760,15.600,0.000,0.000,18.0,239.430
3.758,15.600,0.000,0.000,17.0,239.620
3.588,15.000,0.048,0.000,18.0,240.300
1.736,7.000,0.070,0.000,18.0,242.100
1.730,7.000,0.068,0.000,18.0,241.790
3.438,14.600,0.048,0.000,17.0,239.900
3.760,15.600,0.000,0.000,18.0,239.710
3.852,16.000,0.144,0.000,18.0,240.050
3.834,16.000,0.148,0.000,17.0,239.760
3.844,16.000,0.156,0.000,18.0,239.480
3.954,16.600,0.290,0.000,17.0,238.960
3.936,16.400,0.224,0.000,18.0,239.480
3.212,14.000,0.228,0.000,18.0,240.840
1.916,7.800,0.244,0.000,18.0,242.460
2.484,11.000,0.226,0.000,18.0,241.810
3.840,16.000,0.000,0.000,17.0,239.720
3.794,15.600,0.000,0.000,18.0,240.590
3.764,15.600,0.000,0.000,17.0,239.900
3.760,15.600,0.000,0.000,18.0,239.820
3.768,15.600,0.000,0.000,18.0,240.280
3.766,15.600,0.000,0.000,17.0,240.140
3.242,14.000,0.000,0.000,18.0,241.050
1.862,7.600,0.186,0.000,18.0,243.240
2.076,9.000,0.178,0.000,18.0,241.760
3.240,13.600,0.064,0.000,9.0,241.290
2.770,11.400,0.066,0.000,0.0,241.530
2.772,11.400,0.066,0.000,0.0,241.730
2.754,11.400,0.064,0.000,0.0,241.310
2.730,11.200,0.062,0.000,0.0,240.210
2.718,11.200,0.060,0.000,0.0,239.380
2.542,10.800,0.060,0.000,0.0,239.390
0.670,2.800,0.082,0.000,0.0,241.680
0.668,2.800,0.082,0.000,0.0,241.280
2.558,10.800,0.066,0.000,0.0,241.450
2.740,11.400,0.062,0.000,0.0,240.750
2.742,11.400,0.062,0.000,0.0,240.760
2.716,11.200,0.056,0.000,0.0,239.360
2.694,11.200,0.054,0.000,0.0,238.280
2.688,11.200,0.052,0.000,0.0,237.740
2.696,11.200,0.054,0.000,0.0,238.480
2.730,11.200,0.060,0.000,0.0,240.170
1.876,8.800,0.070,0.000,0.0,240.900
0.676,2.800,0.086,0.000,0.0,242.680
1.140,5.800,0.084,0.000,0.0,243.040
2.792,11.600,0.144,0.000,0.0,241.660
2.874,12.000,0.352,0.000,0.0,240.500
3.086,12.800,0.354,0.000,0.0,241.160
3.176,13.400,0.618,1.000,0.0,239.950
3.176,13.400,0.624,2.000,0.0,240.060
3.084,13.000,0.456,1.000,0.0,238.490
2.782,12.200,0.466,1.000,0.0,238.360
1.086,5.000,0.540,2.000,0.0,240.510
1.154,5.400,0.478,1.000,0.0,240.930
3.092,13.000,0.444,1.000,0.0,238.590
3.334,14.200,0.440,2.000,2.0,238.490
4.130,17.400,0.426,1.000,18.0,237.120
4.096,17.400,0.420,2.000,18.0,236.430
4.054,17.200,0.414,1.000,17.0,235.800
4.024,17.000,0.350,1.000,17.0,236.540
3.994,16.800,0.316,2.000,18.0,236.490
3.834,16.400,0.318,1.000,17.0,236.650
2.020,8.400,0.344,1.000,17.0,239.190
2.844,12.200,0.334,2.000,18.0,238.730
4.630,19.800,0.314,1.000,17.0,237.310
4.048,17.000,0.322,1.000,18.0,238.370
3.996,16.800,0.314,1.000,17.0,236.780
4.702,20.000,0.348,2.000,17.0,237.080
4.230,18.000,0.198,1.000,17.0,237.280
3.938,16.400,0.190,1.000,18.0,238.000
3.924,16.400,0.188,1.000,17.0,237.640
3.902,16.400,0.154,1.000,17.0,237.590
2.614,11.600,0.084,0.000,18.0,239.540
1.860,7.600,0.090,0.000,18.0,239.890
2.586,11.400,0.086,0.000,17.0,239.640
3.850,16.200,0.072,0.000,17.0,237.600
3.806,16.000,0.068,0.000,18.0,236.230
3.784,16.000,0.066,0.000,17.0,235.560
3.630,15.400,0.000,0.000,17.0,235.070
3.562,15.000,0.084,0.000,17.0,235.570
3.570,15.000,0.084,0.000,17.0,235.820
3.562,15.000,0.082,0.000,17.0,235.520
3.574,15.000,0.082,0.000,17.0,235.940
3.664,15.400,0.000,0.000,17.0,236.490
3.770,15.800,0.144,0.000,17.0,236.460
3.394,14.600,0.148,0.000,17.0,236.770
1.786,7.400,0.168,0.000,17.0,238.730
1.770,7.400,0.164,0.000,18.0,237.690
3.304,14.400,0.146,0.000,17.0,236.340
3.740,15.800,0.142,0.000,17.0,235.890
3.748,15.800,0.144,0.000,17.0,236.300
3.712,15.800,0.138,0.000,17.0,235.130
3.734,15.800,0.142,0.000,17.0,235.900
3.840,16.200,0.140,0.000,17.0,235.480
3.828,16.200,0.084,0.000,17.0,236.220
3.726,15.800,0.062,0.000,17.0,235.840
3.726,15.800,0.070,0.000,17.0,235.480
3.734,15.800,0.074,0.000,17.0,236.400
3.766,15.800,0.078,0.000,18.0,237.500
3.754,15.800,0.076,0.000,17.0,236.930
3.754,15.800,0.076,0.000,17.0,236.810
2.418,10.800,0.090,0.000,17.0,237.880
1.776,7.400,0.100,0.000,18.0,239.190
2.414,10.800,0.086,0.000,17.0,239.580
3.670,15.400,0.060,0.000,18.0,237.700
3.466,14.400,0.000,0.000,17.0,238.020
3.610,15.000,0.070,0.000,17.0,238.110
3.588,15.000,0.072,0.000,18.0,237.450
3.598,15.000,0.072,0.000,17.0,237.770
3.616,15.000,0.072,0.000,17.0,238.410
3.618,15.000,0.070,0.000,18.0,238.560
3.600,15.000,0.072,0.000,17.0,237.940
3.594,15.000,0.072,0.000,18.0,237.740
3.602,15.000,0.070,0.000,17.0,238.030
3.606,15.000,0.070,0.000,17.0,237.950
3.692,15.400,0.056,0.000,17.0,237.550
3.684,15.400,0.054,0.000,18.0,237.070
3.698,15.600,0.056,0.000,17.0,237.120
